DATE,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,YEAR,Month,Season
2005-09-16,76.8,24,72.4,24,1017.6,21,16.7,24,9.2,24,9.1,24,15.0,,86.0, ,75.0, ,0.02,G,,10000,2005,9,Fall
2005-09-17,77.2,24,69.2,24,1012.4,23,11.4,24,9.2,24,6.9,24,14.0,18.1,86.0, ,72.0, ,0.0,G,,10010,2005,9,Fall
2005-09-18,75.0,24,58.7,24,1014.9,24,13.9,24,9.8,24,8.2,24,12.0,,87.1, ,68.0, ,0.05,G,,10010,2005,9,Fall
2005-09-19,77.4,24,58.7,24,1020.4,24,19.4,24,10.0,24,5.1,24,12.0,,86.0, ,68.0, ,0.0,G,,0,2005,9,Fall
2005-09-20,78.2,24,65.1,24,1018.0,24,16.9,24,8.1,24,9.9,24,14.0,21.0,86.0, ,71.1, ,0.0,G,,0,2005,9,Fall
2005-09-21,76.6,24,54.7,24,1017.6,24,16.6,24,10.0,24,9.0,24,15.9,18.1,84.0, ,68.0, ,0.0,G,,0,2005,9,Fall
2005-09-22,77.2,24,52.5,24,1018.4,24,17.4,24,10.0,24,8.8,24,18.1,24.1,86.0, ,68.0, ,0.0,G,,0,2005,9,Fall
2005-09-23,77.5,24,62.9,24,1014.5,24,13.5,24,9.5,24,8.3,24,13.0,19.0,87.1, ,70.0, ,0.0,G,,0,2005,9,Fall
2005-09-24,68.5,24,48.2,24,1024.7,24,23.7,24,10.0,24,11.9,24,22.0,27.0,87.1, ,61.0, ,0.0,G,,0,2005,9,Fall
2005-09-25,66.9,24,52.8,24,1025.7,24,24.7,24,10.0,24,7.5,24,13.0,,72.0,*,52.2,*,0.0,G,,0,2005,9,Fall
2005-09-26,72.3,24,62.4,24,1014.4,23,13.8,24,10.0,24,11.1,24,17.1,22.0,84.0, ,62.1, ,0.0,G,,10000,2005,9,Fall
2005-09-27,72.3,24,57.1,24,1010.2,24,8.6,24,9.4,24,11.4,24,18.1,24.1,78.1, ,66.9, ,0.24,G,,10000,2005,9,Fall
2005-09-28,66.9,24,48.2,24,1020.8,24,19.9,24,10.0,24,8.0,24,15.9,19.0,77.0, ,60.1, ,0.0,G,,0,2005,9,Fall
2005-09-29,69.8,24,58.2,24,1013.5,24,12.5,24,9.6,24,14.6,24,22.0,28.9,75.9, ,60.1, ,0.0,G,,10000,2005,9,Fall
2005-09-30,59.8,24,37.6,24,1020.1,24,19.1,24,10.0,24,10.2,24,15.0,23.9,75.9, ,53.1, ,0.05,G,,0,2005,9,Fall
2005-10-01,63.7,24,44.8,24,1025.2,24,24.2,24,10.0,24,5.2,24,11.1,,73.0, ,53.1, ,0.0,G,,0,2005,10,Fall
2005-10-02,67.9,24,51.2,24,1027.8,24,26.7,24,10.0,24,4.2,24,8.9,,80.1, ,55.9, ,0.0,G,,0,2005,10,Fall
2005-10-03,67.7,24,59.5,24,1029.0,24,28.0,24,8.2,24,5.6,24,9.9,,80.1, ,61.0, ,0.0,G,,0,2005,10,Fall
2005-10-04,69.2,24,62.0,24,1028.2,24,27.2,24,9.3,24,5.3,24,9.9,,75.9, ,62.1, ,0.0,G,,0,2005,10,Fall
2005-10-05,69.4,24,62.1,24,1026.2,24,25.2,24,8.8,24,4.2,24,8.0,,78.1,*,64.4,*,0.0,G,,0,2005,10,Fall
2005-10-06,69.6,24,62.4,24,1023.3,24,22.3,24,8.3,24,5.3,24,8.9,,78.8,*,66.0,*,0.0,G,,0,2005,10,Fall
2005-10-07,73.6,24,68.9,24,1018.0,24,16.9,24,9.3,24,8.3,24,13.0,19.0,79.0, ,66.0, ,0.22,G,,10000,2005,10,Fall
2005-10-08,73.9,24,70.9,24,1008.1,24,7.0,24,4.9,24,16.2,24,26.0,42.9,79.0, ,72.0, ,0.95,G,,10000,2005,10,Fall
2005-10-09,59.4,24,55.2,24,1009.7,24,8.6,24,7.2,24,9.8,24,15.9,22.9,75.0, ,54.0, ,2.84,G,,10000,2005,10,Fall
2005-10-10,59.8,24,55.8,24,1017.3,24,16.2,24,7.1,24,8.1,24,13.0,18.1,62.1, ,54.0, ,0.0,G,,10000,2005,10,Fall
2005-10-11,61.9,24,56.9,24,1016.9,24,15.9,24,9.0,24,8.8,24,14.0,,66.0, ,57.0, ,0.16,G,,10000,2005,10,Fall
2005-10-12,56.9,24,53.3,24,1019.7,24,18.7,24,6.1,24,14.8,24,25.1,33.0,62.6,*,53.6,*,0.22,G,,10000,2005,10,Fall
2005-10-13,60.6,24,57.1,24,1019.0,24,18.0,24,4.1,24,21.7,24,28.9,35.9,64.0, ,54.0, ,4.5,G,,10000,2005,10,Fall
2005-10-14,62.2,24,59.1,24,1013.1,24,12.1,24,5.1,24,14.9,24,26.0,31.1,64.9, ,59.0, ,1.66,G,,10000,2005,10,Fall
2005-10-15,65.2,24,56.0,24,1002.6,24,1.6,24,9.5,24,13.8,24,20.0,29.9,73.0, ,60.1, ,1.2,G,,0,2005,10,Fall
2005-10-16,60.7,24,41.0,24,1002.2,24,1.2,24,10.0,24,18.0,24,25.1,34.0,73.0, ,55.0, ,0.01,G,,0,2005,10,Fall
2005-10-17,59.4,24,43.0,24,1005.1,24,4.0,24,10.0,24,15.7,24,23.9,34.0,70.0, ,55.0, ,0.0,G,,0,2005,10,Fall
2005-10-18,62.1,24,43.9,24,1005.5,24,4.4,24,10.0,24,10.2,24,18.1,24.1,73.0, ,55.0, ,0.01,G,,10000,2005,10,Fall
2005-10-19,62.9,24,41.9,24,1010.4,24,9.4,24,10.0,24,10.1,24,15.0,20.0,73.0, ,55.0, ,0.0,I,,0,2005,10,Fall
2005-10-20,58.7,24,39.0,24,1013.6,24,12.5,24,10.0,24,9.4,24,15.9,18.1,72.0, ,51.1, ,0.0,G,,0,2005,10,Fall
2005-10-21,55.9,24,39.6,24,1017.6,24,16.6,24,10.0,24,3.8,24,7.0,,64.0, ,51.1, ,0.0,G,,0,2005,10,Fall
2005-10-22,53.7,24,44.6,24,1010.9,24,9.8,24,9.1,24,11.8,24,21.0,26.0,57.9, ,50.0, ,0.12,G,,10000,2005,10,Fall
2005-10-23,51.8,24,43.1,24,1003.6,24,2.6,24,9.0,24,14.7,24,22.9,27.0,55.0,*,46.4,*,0.74,G,,10010,2005,10,Fall
2005-10-24,50.3,24,39.4,24,1014.2,24,13.2,24,9.9,24,8.9,24,19.0,25.1,55.9, ,46.0, ,0.0,G,,10000,2005,10,Fall
2005-10-25,50.4,24,46.2,24,999.2,24,998.1,24,6.3,24,19.6,24,31.1,39.0,54.0, ,43.0, ,1.38,G,,10000,2005,10,Fall
2005-10-26,45.7,24,35.6,24,1003.5,24,2.5,24,10.0,24,14.7,24,20.0,28.9,54.0, ,41.0, ,1.18,G,,10000,2005,10,Fall
2005-10-27,46.6,24,31.2,24,1019.4,24,18.3,24,10.0,24,10.6,24,14.0,20.0,53.1, ,41.0, ,0.0,G,,0,2005,10,Fall
2005-10-28,46.7,24,28.3,24,1025.8,24,24.8,24,10.0,24,6.4,24,9.9,,48.9,*,44.1,*,0.0,G,,0,2005,10,Fall
2005-10-29,45.1,24,28.9,24,1023.4,24,22.4,24,10.0,24,7.8,24,12.0,,50.0, ,42.1, ,0.0,G,,0,2005,10,Fall
2005-10-30,54.9,24,36.4,24,1020.0,24,19.0,24,10.0,24,11.8,24,17.1,24.1,69.1, ,42.1, ,0.0,G,,0,2005,10,Fall
2005-10-31,59.6,24,34.7,24,1022.4,24,21.4,24,10.0,24,5.9,24,11.1,,69.1, ,48.0, ,0.0,G,,0,2005,10,Fall
2005-11-01,60.4,24,42.9,24,1017.2,24,16.2,24,10.0,24,8.1,24,14.0,,69.1, ,48.9, ,0.0,G,,0,2005,11,Fall
2005-11-02,56.4,24,39.6,24,1013.9,24,12.9,24,10.0,24,13.9,24,22.9,28.9,68.0, ,50.0, ,0.0,G,,0,2005,11,Fall
2005-11-03,55.6,24,34.4,24,1020.4,24,19.4,24,10.0,24,10.3,24,21.0,27.0,68.0, ,46.0, ,0.0,G,,0,2005,11,Fall
2005-11-04,60.6,24,42.9,24,1016.0,24,14.9,24,10.0,24,8.4,24,15.0,22.9,68.0, ,46.0, ,0.0,G,,0,2005,11,Fall
2005-11-05,62.9,24,48.2,24,1016.1,24,15.1,24,8.6,24,5.9,24,9.9,,73.9, ,53.1, ,0.0,G,,0,2005,11,Fall
2005-11-06,59.0,24,54.7,24,1016.0,24,14.9,24,3.1,24,5.6,24,14.0,20.0,73.9, ,53.1, ,0.0,G,,100000,2005,11,Fall
2005-11-07,61.1,24,40.7,24,1016.8,24,15.7,24,9.8,24,12.4,24,21.0,26.0,69.1, ,53.1, ,0.01,G,,10010,2005,11,Fall
2005-11-08,58.1,24,36.3,24,1018.6,24,17.6,24,10.0,24,7.1,24,8.9,15.9,64.0, ,52.0, ,0.0,G,,0,2005,11,Fall
2005-11-09,54.2,24,42.2,24,1018.9,24,17.9,24,9.7,24,8.8,24,15.0,21.0,64.0, ,48.0, ,0.0,G,,10010,2005,11,Fall
2005-11-10,56.8,24,43.5,24,1004.9,24,3.9,24,8.0,24,13.4,24,25.1,31.1,66.0, ,46.9, ,0.37,G,,10010,2005,11,Fall
2005-11-11,44.9,24,26.1,24,1016.2,24,15.2,24,10.0,24,13.8,24,23.9,28.0,46.9,*,43.0,*,0.13,G,,0,2005,11,Fall
2005-11-12,48.2,24,29.4,24,1023.6,24,22.6,24,10.0,24,6.0,24,9.9,,57.0, ,42.1, ,0.0,G,,0,2005,11,Fall
2005-11-13,54.7,24,41.6,24,1024.9,24,23.9,24,10.0,24,8.8,24,15.0,21.0,63.0, ,42.1, ,0.0,G,,0,2005,11,Fall
2005-11-14,61.3,24,44.0,24,1022.7,24,21.7,24,10.0,24,7.9,24,11.1,,64.9, ,48.9, ,0.0,G,,0,2005,11,Fall
2005-11-15,55.3,24,42.0,24,1026.6,24,25.6,24,9.2,24,7.9,24,11.1,,64.9, ,51.1, ,0.0,G,,10000,2005,11,Fall
2005-11-16,63.3,24,58.3,24,1017.0,24,16.0,24,9.9,24,12.8,24,20.0,26.0,68.0, ,51.1, ,0.03,G,,10000,2005,11,Fall
2005-11-17,46.8,24,32.8,24,1017.9,24,16.9,24,8.8,24,13.1,24,20.0,22.9,68.0, ,42.1, ,0.72,G,,10000,2005,11,Fall
2005-11-18,38.7,24,18.2,24,1025.0,24,24.1,24,10.0,24,11.5,24,16.9,22.9,48.9, ,35.1, ,0.04,G,,0,2005,11,Fall
2005-11-19,40.5,24,19.5,24,1027.2,24,26.2,24,10.0,24,6.9,24,12.0,,48.0, ,35.1, ,0.0,G,,0,2005,11,Fall
2005-11-20,48.1,24,26.8,24,1024.3,24,23.3,24,10.0,24,7.9,24,13.0,,57.9, ,35.1, ,0.0,G,,0,2005,11,Fall
2005-11-21,50.8,24,33.7,24,1015.6,24,14.6,24,9.2,24,5.6,24,9.9,,57.9, ,39.9, ,0.0,G,,10000,2005,11,Fall
2005-11-22,47.0,24,42.3,24,989.7,24,988.7,24,5.2,24,16.3,24,26.0,35.9,54.0, ,42.1, ,0.8,G,,10010,2005,11,Fall
2005-11-23,34.8,24,16.7,24,998.2,24,997.2,24,10.0,24,16.8,24,22.0,35.9,50.0, ,28.9, ,0.32,G,,0,2005,11,Fall
2005-11-24,41.1,24,26.8,24,995.2,24,994.2,24,9.8,24,12.0,24,21.0,28.0,50.0, ,28.9, ,0.07,G,,10000,2005,11,Fall
2005-11-25,29.0,24,8.3,24,1015.5,24,14.5,24,9.9,24,15.1,24,26.0,34.0,50.0, ,23.0, ,0.03,G,,1000,2005,11,Fall
2005-11-26,34.8,24,13.4,24,1027.6,24,26.6,24,10.0,24,5.6,24,13.0,,41.0, ,23.0, ,0.0,G,,0,2005,11,Fall
2005-11-27,45.1,24,27.7,24,1027.3,24,26.3,24,10.0,24,4.1,24,7.0,,53.1, ,30.0, ,0.0,G,,0,2005,11,Fall
2005-11-28,52.2,24,46.3,24,1026.7,24,25.7,24,8.5,24,9.3,24,13.0,17.1,63.0, ,41.0, ,0.0,G,,10000,2005,11,Fall
2005-11-29,62.2,24,55.1,24,1021.3,24,20.2,24,10.0,24,14.1,24,22.0,28.0,66.9, ,48.0, ,0.0,G,,0,2005,11,Fall
2005-11-30,60.0,24,51.4,24,1012.3,23,11.0,24,8.4,24,12.1,24,25.1,33.0,66.9, ,52.0, ,1.22,G,,10000,2005,11,Fall
2005-12-01,45.4,24,31.7,24,1013.5,24,12.5,24,10.0,24,8.9,24,14.0,,63.0, ,41.0, ,0.77,G,,0,2005,12,Winter
2005-12-02,41.7,24,25.0,24,1003.1,24,2.1,24,10.0,24,14.4,24,24.1,35.0,48.0, ,39.0, ,0.0,G,,0,2005,12,Winter
2005-12-03,34.6,24,15.9,24,1013.8,24,12.8,24,10.0,24,16.2,24,22.0,29.9,44.1, ,30.9, ,0.0,G,,0,2005,12,Winter
2005-12-04,32.9,24,23.4,24,1013.6,23,12.4,24,5.6,24,8.2,24,13.0,,37.0, ,28.0, ,0.15,G,1.2,11000,2005,12,Winter
2005-12-05,35.0,24,21.2,24,1019.8,24,18.7,24,10.0,24,6.9,24,14.0,,37.9, ,28.0, ,0.1,G,1.2,0,2005,12,Winter
2005-12-06,34.8,24,22.7,24,1016.6,23,15.4,24,8.0,24,9.2,24,15.0,,37.9,*,30.2,*,0.03,G,1.2,1000,2005,12,Winter
2005-12-07,31.0,24,11.9,24,1025.0,24,24.0,24,10.0,24,15.1,24,20.0,25.1,37.9, ,27.0, ,0.08,G,1.2,0,2005,12,Winter
2005-12-08,28.7,24,11.0,24,1036.2,24,35.1,24,10.0,24,10.1,24,19.0,25.1,34.0, ,24.1, ,0.0,G,1.2,0,2005,12,Winter
2005-12-09,33.8,24,21.0,24,1021.7,23,20.3,24,7.4,24,10.7,24,27.0,35.9,39.9, ,24.1, ,0.13,G,2.0,111000,2005,12,Winter
2005-12-10,33.4,24,20.8,24,1017.7,24,16.7,24,9.8,24,9.0,24,19.0,22.9,39.9, ,28.9, ,0.41,G,2.0,0,2005,12,Winter
2005-12-11,36.5,24,25.7,24,1004.9,24,3.9,24,9.1,24,7.5,24,15.0,21.0,39.9, ,30.2, ,0.0,G,1.2,1000,2005,12,Winter
2005-12-12,36.9,24,24.8,24,1005.5,24,4.5,24,10.0,24,10.7,24,13.0,20.0,39.9, ,33.1, ,0.0,G,1.2,0,2005,12,Winter
2005-12-13,24.3,24,9.3,24,1020.0,24,19.0,24,10.0,24,11.8,24,15.0,21.0,39.0, ,19.0, ,0.0,G,1.2,0,2005,12,Winter
2005-12-14,20.2,24,4.4,24,1031.6,24,30.6,24,10.0,24,10.1,24,13.0,,26.1, ,15.1, ,0.0,G,,0,2005,12,Winter
2005-12-15,23.4,24,10.8,24,1028.4,24,27.4,24,10.0,24,7.4,24,12.0,,33.8,*,19.0,*,0.0,G,,1000,2005,12,Winter
2005-12-16,44.7,24,37.7,24,1011.5,20,8.5,24,6.6,24,14.8,24,26.0,42.0,57.0, ,19.0, ,1.32,G,,11000,2005,12,Winter
2005-12-17,38.7,24,21.8,24,1026.7,24,25.7,24,10.0,24,10.5,24,14.0,19.0,41.0,*,35.1,*,0.1,G,,0,2005,12,Winter
2005-12-18,36.5,24,20.9,24,1031.7,24,30.7,24,10.0,24,5.8,24,9.9,,42.1, ,34.0, ,0.0,G,,0,2005,12,Winter
2005-12-19,36.4,24,18.8,24,1023.3,24,22.3,24,10.0,24,10.3,24,18.1,22.9,41.0, ,30.9, ,0.0,G,,0,2005,12,Winter
2005-12-20,28.8,24,8.3,24,1018.8,24,17.9,24,10.0,24,12.6,24,15.9,20.0,37.0, ,23.0, ,0.0,G,,0,2005,12,Winter
2005-12-21,29.9,24,13.9,24,1020.8,24,19.8,24,10.0,24,11.8,24,17.1,21.0,37.0, ,23.0, ,0.0,G,,0,2005,12,Winter
2005-12-22,33.0,24,16.8,24,1021.7,24,20.7,24,10.0,24,11.0,24,16.9,20.0,37.9, ,26.1, ,0.0,G,,0,2005,12,Winter
2005-12-23,40.7,24,22.1,24,1016.0,24,15.0,24,9.9,24,9.7,24,14.0,21.0,51.1, ,30.0, ,0.0,G,,0,2005,12,Winter
2005-12-24,47.4,24,27.2,24,1012.5,24,11.5,24,10.0,24,6.0,24,11.1,,55.0, ,36.0, ,0.0,G,,0,2005,12,Winter
2005-12-25,41.3,24,36.5,24,1010.6,17,9.7,24,3.8,24,5.4,24,11.1,,48.0,*,37.4,*,0.0,G,,110000,2005,12,Winter
2005-12-26,48.6,24,44.7,24,993.9,15,992.5,24,5.0,24,8.0,24,21.0,28.0,55.4,*,43.0,*,0.97,G,,10000,2005,12,Winter
2005-12-27,41.2,24,27.6,24,1004.1,24,3.1,24,10.0,24,19.3,24,27.0,38.1,53.1, ,39.0, ,0.07,G,,0,2005,12,Winter
2005-12-28,41.2,24,30.7,24,1012.2,24,11.3,24,10.0,24,6.9,24,14.0,20.0,50.0, ,35.1, ,0.0,G,,0,2005,12,Winter
2005-12-29,48.1,24,44.8,24,998.9,23,997.9,24,5.3,24,7.0,24,13.0,18.1,52.0, ,35.1, ,0.0,G,,10000,2005,12,Winter
2005-12-30,44.1,24,34.0,24,1001.2,24,0.2,24,9.8,24,15.6,24,24.1,31.1,50.0,*,37.9,*,0.69,G,,10000,2005,12,Winter
2005-12-31,34.2,24,25.9,24,1011.3,20,10.0,24,8.8,24,7.2,24,11.1,,48.0, ,32.0, ,0.0,G,,11000,2005,12,Winter
2006-01-01,35.9,24,30.1,24,1014.8,23,13.2,24,8.6,24,4.8,24,8.9,,43.0, ,32.0, ,0.14,G,,0,2006,1,Winter
2006-01-02,42.6,24,32.3,24,1022.3,24,21.4,24,9.0,24,3.8,24,10.9,,46.9, ,33.1, ,0.0,G,,10000,2006,1,Winter
2006-01-03,39.2,24,35.4,24,1013.3,24,12.1,24,5.6,24,16.9,24,24.9,31.7,46.9, ,36.0, ,1.24,G,,11000,2006,1,Winter
2006-01-04,33.8,24,25.2,24,1016.6,24,15.6,24,10.0,24,9.1,24,12.0,18.1,41.0, ,28.9, ,0.23,G,,10000,2006,1,Winter
2006-01-05,41.6,24,34.3,24,1006.9,20,5.8,24,7.4,24,7.4,24,15.0,18.8,50.0, ,28.9, ,0.07,G,,10000,2006,1,Winter
2006-01-06,40.6,24,28.8,24,1005.7,23,4.7,24,10.0,24,9.4,24,16.9,23.7,50.0, ,35.1, ,0.0,I,,0,2006,1,Winter
2006-01-07,30.5,24,14.2,24,1011.9,24,10.9,24,10.0,24,11.2,24,16.9,22.7,44.1, ,26.1, ,0.0,G,,0,2006,1,Winter
2006-01-08,38.6,24,22.1,24,1016.4,24,15.4,24,9.8,24,6.7,24,11.1,,46.0, ,26.1, ,0.0,G,,1000,2006,1,Winter
2006-01-09,48.2,24,35.2,24,1015.7,24,14.7,24,9.8,24,7.7,24,15.0,17.9,61.0, ,35.1, ,0.0,G,,0,2006,1,Winter
2006-01-10,46.3,24,30.0,24,1027.9,24,26.9,24,10.0,24,7.7,24,15.9,20.0,61.0, ,39.9, ,0.0,G,,0,2006,1,Winter
2006-01-11,42.9,24,35.9,24,1027.0,19,24.4,24,6.4,24,5.2,24,10.9,,52.0, ,39.9, ,0.0,G,,110000,2006,1,Winter
2006-01-12,51.6,24,38.8,24,1014.5,24,13.3,24,8.8,24,9.4,24,17.9,22.7,59.0, ,39.9, ,0.2,G,,10000,2006,1,Winter
2006-01-13,47.5,24,40.0,24,1014.7,23,13.9,24,5.8,24,5.6,24,8.9,,59.0, ,41.0, ,0.0,G,,100000,2006,1,Winter
2006-01-14,52.3,24,50.2,24,995.3,19,994.8,24,4.5,24,11.4,24,20.8,30.7,57.0, ,41.0, ,0.64,G,,110010,2006,1,Winter
2006-01-15,29.7,24,17.7,24,996.1,24,994.5,24,7.3,24,20.4,24,26.8,40.0,57.0, ,21.9, ,0.72,G,2.0,111000,2006,1,Winter
2006-01-16,21.9,24,3.8,24,1011.7,24,10.7,24,10.0,24,12.1,24,22.0,28.9,34.0, ,17.1, ,0.22,G,1.2,0,2006,1,Winter
2006-01-17,32.1,24,14.6,24,1019.1,24,18.0,24,10.0,24,7.0,24,11.8,16.9,42.1, ,17.1, ,0.0,G,1.2,0,2006,1,Winter
2006-01-18,49.4,24,42.4,24,1007.6,23,5.8,24,7.6,24,18.4,24,30.7,44.7,60.8,*,39.0,*,0.22,G,,10000,2006,1,Winter
2006-01-19,39.8,24,19.3,24,1021.2,24,20.2,24,10.0,24,13.0,24,26.0,36.9,61.0, ,35.1, ,0.49,G,,0,2006,1,Winter
2006-01-20,48.3,24,30.5,24,1022.1,24,21.1,24,10.0,24,8.0,24,11.8,,61.0, ,35.1, ,0.0,G,,0,2006,1,Winter
2006-01-21,51.8,24,36.2,24,1017.2,24,16.2,24,10.0,24,10.2,24,34.8,44.7,64.0, ,42.1, ,0.0,G,,0,2006,1,Winter
2006-01-22,39.0,24,17.4,24,1033.9,24,33.0,24,10.0,24,9.3,24,21.0,32.1,45.0,*,34.0,*,0.0,G,,0,2006,1,Winter
2006-01-23,39.2,24,31.6,24,1023.1,24,22.0,24,7.4,24,7.7,24,11.1,,42.1, ,34.0, ,0.4,G,,11000,2006,1,Winter
2006-01-24,40.9,24,28.3,24,1012.2,24,11.2,24,10.0,24,6.2,24,10.9,,46.9, ,35.1, ,0.23,G,,0,2006,1,Winter
2006-01-25,41.3,24,28.4,24,1002.8,24,1.8,24,10.0,24,12.3,24,18.1,24.9,46.9, ,35.1, ,0.0,G,,0,2006,1,Winter
2006-01-26,34.3,24,18.3,24,1015.7,24,14.7,24,10.0,24,18.6,24,25.8,32.6,44.1, ,30.0, ,0.0,G,,0,2006,1,Winter
2006-01-27,31.0,24,11.3,24,1031.8,24,30.8,24,10.0,24,10.9,24,16.9,20.8,44.1, ,25.0, ,0.0,G,,0,2006,1,Winter
2006-01-28,45.2,24,16.9,24,1025.2,24,24.1,24,10.0,24,8.4,24,11.8,16.9,57.9, ,25.0, ,0.0,G,,0,2006,1,Winter
2006-01-29,46.7,24,33.1,24,1015.8,24,14.8,24,9.1,24,5.5,24,13.0,,57.9, ,37.9, ,0.0,G,,10000,2006,1,Winter
2006-01-30,51.1,24,45.1,24,1007.6,24,6.6,24,7.7,24,5.8,24,16.9,19.8,63.0, ,39.9, ,0.14,G,,10000,2006,1,Winter
2006-01-31,41.2,24,37.1,24,1005.2,24,4.2,24,6.1,24,13.6,24,20.8,22.7,44.6,*,39.0,*,0.0,G,,110000,2006,1,Winter
2006-02-01,39.8,24,26.5,24,1012.2,24,10.9,24,10.0,24,12.8,24,17.9,22.7,45.0, ,37.0, ,0.03,G,,10000,2006,2,Winter
2006-02-02,42.9,24,29.4,24,1015.4,24,14.4,24,9.6,24,6.9,24,13.8,18.8,51.1, ,37.9, ,0.0,G,,0,2006,2,Winter
2006-02-03,52.8,24,45.3,24,1008.5,21,6.4,24,7.4,24,12.7,24,24.9,31.7,63.0, ,37.9, ,0.25,G,,10000,2006,2,Winter
2006-02-04,47.0,24,38.2,24,1010.2,23,9.0,24,7.7,24,7.1,24,15.0,,54.0,*,42.8,*,0.23,G,,10000,2006,2,Winter
2006-02-05,47.5,24,37.7,24,996.4,20,994.6,24,7.2,24,12.1,24,21.8,27.8,55.9,*,42.8,*,0.57,G,,10000,2006,2,Winter
2006-02-06,38.4,24,17.7,24,1005.1,24,4.0,24,10.0,24,17.6,24,22.9,35.7,54.0, ,35.1, ,0.18,G,,0,2006,2,Winter
2006-02-07,38.5,24,16.1,24,1011.1,24,10.1,24,10.0,24,13.8,24,20.8,27.8,44.1, ,34.0, ,0.0,G,,0,2006,2,Winter
2006-02-08,33.8,24,17.2,24,1016.0,24,15.0,24,10.0,24,11.1,24,15.9,21.8,44.1, ,30.0, ,0.0,G,,0,2006,2,Winter
2006-02-09,30.7,24,10.7,24,1016.1,24,15.1,24,10.0,24,10.4,24,15.0,17.9,37.0, ,25.0, ,0.0,G,,0,2006,2,Winter
2006-02-10,32.4,24,12.0,24,1019.2,24,18.2,24,10.0,24,11.2,24,15.9,21.8,37.9, ,25.0, ,0.0,G,,0,2006,2,Winter
2006-02-11,35.5,24,21.0,24,1019.0,24,18.0,24,9.2,24,9.1,24,17.9,,37.9, ,28.2, ,0.0,G,,1000,2006,2,Winter
2006-02-12,27.3,24,23.6,24,1005.5,19,3.7,24,1.0,24,18.1,24,28.0,34.8,33.8,*,24.1,*,0.17,G,18.1,111010,2006,2,Winter
2006-02-13,28.6,24,14.6,24,1010.4,24,9.4,24,9.9,24,11.8,24,17.9,20.8,37.0, ,21.9, ,0.18,G,13.0,0,2006,2,Winter
2006-02-14,35.0,24,19.1,24,1016.4,24,15.4,24,10.0,24,11.1,24,15.0,20.8,41.0, ,22.1, ,0.0,G,11.0,0,2006,2,Winter
2006-02-15,41.9,24,28.3,24,1021.9,24,20.9,24,9.6,24,6.5,24,8.9,,54.0, ,31.1, ,0.0,G,7.1,0,2006,2,Winter
2006-02-16,46.8,24,33.7,24,1024.0,24,23.0,24,8.4,24,4.4,24,8.0,,57.0, ,35.1, ,0.0,G,2.0,0,2006,2,Winter
2006-02-17,50.1,24,36.9,24,1014.3,24,13.3,24,9.8,24,11.8,24,28.7,44.7,59.0, ,36.0, ,0.0,G,1.2,10000,2006,2,Winter
2006-02-18,32.4,24,11.4,24,1021.1,24,20.1,24,10.0,24,16.8,24,24.9,34.0,41.0,*,21.0,*,0.02,G,1.2,0,2006,2,Winter
2006-02-19,21.1,24,-1.0,24,1027.1,24,26.1,24,10.0,24,13.5,24,22.0,29.7,36.0, ,17.1, ,0.0,G,,0,2006,2,Winter
2006-02-20,29.1,24,3.0,24,1021.7,24,20.7,24,10.0,24,9.8,24,14.0,19.0,37.0, ,17.1, ,0.0,G,,0,2006,2,Winter
2006-02-21,36.4,24,11.2,24,1015.0,24,14.0,24,10.0,24,9.8,24,16.9,23.7,42.1, ,25.2, ,0.0,G,,0,2006,2,Winter
2006-02-22,38.7,24,19.1,24,1017.8,24,16.8,24,10.0,24,7.6,24,15.0,,45.0, ,32.0, ,0.0,G,,0,2006,2,Winter
2006-02-23,41.0,24,32.8,24,1012.3,24,11.3,24,7.4,24,6.3,24,18.8,21.8,48.9, ,34.0, ,0.0,G,,10000,2006,2,Winter
2006-02-24,38.3,24,18.8,24,1014.5,24,13.6,24,10.0,24,16.0,24,26.0,35.0,48.9, ,33.1, ,0.02,G,,0,2006,2,Winter
2006-02-25,35.4,24,11.7,24,1020.9,24,19.9,24,10.0,24,12.3,24,25.1,28.9,51.1, ,28.9, ,0.0,G,,0,2006,2,Winter
2006-02-26,28.5,24,8.5,24,1017.6,24,16.6,24,10.0,24,20.0,24,25.8,37.7,51.1, ,19.9, ,0.0,G,,0,2006,2,Winter
2006-02-27,23.8,24,3.0,24,1017.4,24,16.4,24,10.0,24,16.3,24,21.8,28.0,30.9, ,19.9, ,0.0,G,,0,2006,2,Winter
2006-02-28,28.7,24,7.2,24,1012.1,24,11.1,24,9.7,24,10.3,24,15.9,25.8,34.0, ,19.9, ,0.0,G,,1000,2006,2,Winter
2006-03-01,33.6,24,9.4,24,1011.1,24,10.1,24,10.0,24,12.0,24,18.8,21.8,43.0, ,24.1, ,0.0,G,,0,2006,3,Spring
2006-03-02,34.1,24,20.2,24,1007.3,24,6.3,24,6.7,24,5.4,24,11.8,,43.0, ,29.1, ,0.0,G,1.2,111000,2006,3,Spring
