DATE,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,YEAR,Month,Season,HUMID
2017-12-21,37.2,24,18.1,24,1020.0,24,19.0,24,10.0,24,9.2,24,15.0,22.9,53.1, ,34.0, ,0.0,G,,0,2017,12,Winter,45.0
2017-12-22,40.1,24,23.7,24,1024.1,24,23.1,24,10.0,24,6.3,24,9.9,15.9,51.1, ,34.0, ,0.0,G,,0,2017,12,Winter,65.0
2017-12-23,41.2,24,38.8,24,1016.9,11,13.7,24,4.2,24,7.4,24,14.0,,53.1, ,36.0, ,0.05,G,,10000,2017,12,Winter,90.0
2017-12-24,40.3,24,30.5,24,1018.5,24,17.0,24,9.7,24,10.1,24,15.9,22.9,53.1, ,37.0, ,0.49,G,,10000,2017,12,Winter,66.0
2017-12-25,36.3,24,25.3,24,1012.2,22,10.0,24,9.2,24,15.8,24,27.0,36.9,41.0, ,32.0, ,0.23,G,,11000,2017,12,Winter,58.0
2017-12-26,27.0,24,3.5,24,1026.4,24,25.4,24,10.0,24,16.4,24,22.9,28.0,39.0, ,24.1, ,0.22,G,,0,2017,12,Winter,36.0
2017-12-27,22.8,24,3.7,24,1031.6,24,30.6,24,10.0,24,10.5,24,15.0,18.1,28.9, ,19.0, ,0.0,G,,0,2017,12,Winter,45.0
2017-12-28,17.3,24,0.5,24,1033.1,24,32.1,24,10.0,24,15.2,24,21.0,27.0,25.0, ,14.0, ,0.0,G,,0,2017,12,Winter,49.0
2017-12-29,15.5,24,1.5,24,1027.4,24,26.5,24,10.0,24,12.0,24,18.1,25.1,21.9, ,12.0, ,0.0,G,,0,2017,12,Winter,54.0
2017-12-30,20.2,24,8.5,24,1020.7,21,19.0,24,8.2,24,8.0,24,15.0,18.1,24.1, ,12.0, ,0.0,G,1.2,1000,2017,12,Winter,65.0
2017-12-31,18.1,24,5.7,24,1021.2,24,20.2,24,9.9,24,15.5,24,20.0,27.0,24.1, ,12.9, ,0.48,G,1.2,1000,2017,12,Winter,55.0
2018-01-01,12.6,24,-0.9,24,1027.5,24,26.5,24,10.0,24,15.1,24,19.0,28.0,21.9, ,8.1, ,0.0,G,,0,2018,1,Winter,53.0
2018-01-02,18.4,24,2.8,24,1028.3,24,27.3,24,10.0,24,12.3,24,18.1,26.0,26.1, ,8.1, ,0.0,G,,0,2018,1,Winter,50.0
2018-01-03,22.6,24,2.2,24,1025.9,24,24.9,24,10.0,24,7.5,24,14.0,21.0,30.0, ,14.0, ,0.0,G,,0,2018,1,Winter,41.0
2018-01-04,26.1,24,14.9,24,1006.8,17,2.9,24,5.1,24,17.0,24,35.0,45.1,30.0, ,17.1, ,0.02,G,7.1,101000,2018,1,Winter,71.0
2018-01-05,16.7,24,1.5,24,1005.2,24,4.2,24,9.8,24,22.4,24,28.0,39.0,28.9, ,10.0, ,0.0,I,7.1,0,2018,1,Winter,47.0
2018-01-06,11.8,24,-6.2,24,1020.7,24,19.7,24,10.0,24,19.8,24,28.0,36.9,19.9, ,8.1, ,0.0,G,7.1,0,2018,1,Winter,46.0
2018-01-07,10.8,24,-4.4,24,1032.7,24,31.7,24,10.0,24,11.7,24,21.0,29.9,18.0, ,6.1, ,0.0,G,7.1,0,2018,1,Winter,50.0
2018-01-08,22.2,24,6.7,24,1025.1,23,23.9,24,9.9,24,9.4,24,12.0,19.0,30.9, ,6.1, ,0.0,G,3.9,11000,2018,1,Winter,57.0
2018-01-09,35.5,24,22.7,24,1019.3,24,18.4,24,10.0,24,11.2,24,18.1,25.1,43.0, ,18.0, ,0.0,G,3.1,0,2018,1,Winter,57.0
2018-01-10,34.2,24,21.6,24,1030.2,24,29.2,24,10.0,24,6.1,24,11.1,,43.0, ,26.1, ,0.0,G,3.1,0,2018,1,Winter,66.0
2018-01-11,40.1,24,33.8,24,1028.6,22,27.6,24,10.0,24,4.8,24,8.0,,46.9, ,26.1, ,0.0,G,1.2,0,2018,1,Winter,82.0
2018-01-12,47.9,24,46.8,24,1018.2,11,15.2,24,3.2,24,9.4,24,17.1,27.0,60.1, ,35.1, ,0.01,G,2.0,110000,2018,1,Winter,98.0
2018-01-13,41.7,24,36.0,24,1007.2,16,4.6,24,5.1,24,14.4,24,24.1,33.0,60.1, ,25.0, ,0.79,G,,110000,2018,1,Winter,69.0
2018-01-14,20.0,24,3.4,24,1032.8,24,31.8,24,10.0,24,13.8,24,19.0,27.0,25.0,*,16.0,*,0.11,G,,0,2018,1,Winter,47.0
2018-01-15,21.6,24,8.8,24,1037.4,24,36.4,24,10.0,24,12.2,24,15.9,21.0,30.0, ,15.1, ,0.0,G,,0,2018,1,Winter,65.0
2018-01-16,27.9,24,20.9,24,1032.3,24,31.3,24,10.0,24,6.9,24,9.9,,33.1, ,16.0, ,0.0,G,,0,2018,1,Winter,79.0
2018-01-17,33.8,24,30.0,24,1024.9,15,24.0,24,7.8,24,7.9,24,13.0,,36.0, ,24.1, ,0.05,G,,11000,2018,1,Winter,81.0
2018-01-18,26.0,24,11.4,24,1017.7,24,17.0,24,10.0,24,12.4,24,17.1,24.1,36.0, ,19.9, ,0.12,G,,0,2018,1,Winter,52.0
2018-01-19,31.2,24,13.3,24,1017.2,24,16.2,24,10.0,24,9.6,24,13.0,20.0,39.0, ,19.9, ,0.0,G,,0,2018,1,Winter,45.0
2018-01-20,43.4,24,21.2,24,1012.7,24,11.6,24,10.0,24,11.0,24,18.1,25.1,54.0, ,26.1, ,0.0,G,,0,2018,1,Winter,42.0
2018-01-21,46.1,24,28.2,24,1019.1,24,18.1,24,10.0,24,5.3,24,12.0,19.0,54.0, ,37.0, ,0.0,G,,0,2018,1,Winter,53.0
2018-01-22,42.1,24,34.9,24,1021.2,24,20.2,24,7.7,24,7.1,24,14.0,,52.0, ,37.9, ,0.0,G,,10000,2018,1,Winter,85.0
2018-01-23,44.8,24,41.6,24,1009.6,16,8.9,24,3.6,24,9.1,24,17.1,22.0,59.0,*,35.6,*,0.03,G,,110000,2018,1,Winter,78.0
2018-01-24,42.9,24,25.5,24,1010.5,24,9.4,24,10.0,24,14.2,24,20.0,27.0,60.1, ,34.0, ,0.28,G,,0,2018,1,Winter,51.0
2018-01-25,29.5,24,9.7,24,1025.1,24,24.1,24,10.0,24,14.6,24,21.0,26.0,45.0, ,24.1, ,0.0,G,,0,2018,1,Winter,39.0
2018-01-26,32.0,24,5.2,24,1037.1,24,36.1,24,10.0,24,6.6,24,14.0,18.1,39.0, ,24.1, ,0.0,G,,0,2018,1,Winter,40.0
2018-01-27,42.1,24,27.8,24,1032.4,24,31.4,24,10.0,24,7.8,24,15.0,22.0,57.0, ,28.0, ,0.0,G,,0,2018,1,Winter,60.0
2018-01-28,50.3,24,42.0,24,1023.9,24,22.8,24,9.9,24,6.4,24,14.0,21.0,57.0, ,35.1, ,0.19,G,,10000,2018,1,Winter,75.0
2018-01-29,42.8,24,30.4,24,1022.4,24,21.4,24,10.0,24,8.8,24,15.0,,54.0, ,39.0, ,0.08,G,,0,2018,1,Winter,61.0
2018-01-30,34.2,24,26.3,24,1015.5,15,14.3,24,7.2,24,11.2,24,24.1,31.1,44.1, ,30.0, ,0.06,G,1.2,1000,2018,1,Winter,70.0
2018-01-31,26.2,24,8.2,24,1022.3,24,21.3,24,10.0,24,13.0,24,22.0,29.9,37.0, ,19.0, ,0.0,I,1.2,0,2018,1,Winter,44.0
2018-02-01,36.9,24,20.1,24,1015.7,24,14.7,24,10.0,24,8.1,24,12.0,22.0,45.0, ,19.0, ,0.0,G,,10000,2018,2,Winter,58.0
2018-02-02,33.4,24,20.8,24,1015.1,21,12.9,24,9.9,24,13.7,24,25.1,33.0,45.0, ,21.9, ,0.23,G,,11000,2018,2,Winter,54.0
2018-02-03,22.4,24,2.7,24,1028.5,24,27.5,24,10.0,24,13.5,24,28.0,38.1,39.0, ,17.1, ,0.18,G,,0,2018,2,Winter,41.0
2018-02-04,34.8,24,18.2,24,1023.5,23,22.2,24,9.6,24,8.2,24,12.0,20.0,45.0, ,17.1, ,0.0,G,,10000,2018,2,Winter,66.0
2018-02-05,37.4,24,26.8,24,1013.0,19,9.9,24,8.1,24,12.6,24,26.0,33.0,46.9, ,30.0, ,1.01,G,,11000,2018,2,Winter,54.0
2018-02-06,31.6,24,12.7,24,1026.7,24,25.7,24,10.0,24,6.1,24,11.1,,41.0, ,28.0, ,0.0,G,,0,2018,2,Winter,49.0
2018-02-07,32.8,24,24.0,24,1031.8,13,25.7,24,6.9,24,8.3,24,17.1,27.0,46.9, ,28.0, ,0.0,G,1.2,11000,2018,2,Winter,77.0
2018-02-08,32.8,24,20.1,24,1023.4,23,21.9,24,10.0,24,12.9,24,24.1,32.1,46.9, ,26.1, ,0.85,G,,10000,2018,2,Winter,53.0
2018-02-09,30.8,24,13.9,24,1032.6,24,31.6,24,10.0,24,8.2,24,12.0,20.0,36.0, ,26.1, ,0.0,G,,0,2018,2,Winter,55.0
2018-02-10,42.0,24,35.8,24,1026.8,19,24.9,24,8.4,24,5.5,24,14.0,,51.1, ,28.0, ,0.0,G,,10000,2018,2,Winter,85.0
2018-02-11,45.6,24,44.2,24,1016.5,12,14.7,24,2.5,24,4.7,24,13.0,,60.1, ,37.9, ,0.82,G,,10000,2018,2,Winter,96.0
2018-02-12,48.1,24,37.9,24,1023.1,19,19.5,24,7.9,24,11.4,24,18.1,26.0,63.0, ,41.0, ,0.99,G,,0,2018,2,Winter,54.0
2018-02-13,33.0,24,13.0,24,1040.5,24,39.5,24,10.0,24,9.9,24,19.0,22.9,41.0,*,27.0,*,0.0,G,,0,2018,2,Winter,52.0
2018-02-14,40.5,24,28.8,24,1029.0,22,28.6,24,10.0,24,6.8,24,13.0,,54.0, ,27.0, ,0.01,G,,10000,2018,2,Winter,63.0
2018-02-15,51.0,24,43.3,24,1013.7,18,12.6,24,8.0,24,6.8,24,9.9,,61.0, ,36.0, ,0.13,G,,10000,2018,2,Winter,78.0
2018-02-16,56.1,24,49.1,24,1004.8,20,3.1,24,9.9,24,9.1,24,22.9,31.1,61.0, ,44.1, ,0.16,G,,10000,2018,2,Winter,71.0
2018-02-17,36.0,24,19.5,24,1024.4,24,23.5,24,9.6,24,11.3,24,22.9,29.9,59.0, ,30.0, ,0.05,G,,1000,2018,2,Winter,63.0
2018-02-18,37.6,24,27.5,24,1023.6,19,20.7,24,6.4,24,8.8,24,17.1,28.0,45.0, ,30.0, ,0.62,G,1.2,1000,2018,2,Winter,59.0
2018-02-19,41.5,24,31.7,24,1031.9,24,31.0,24,10.0,24,5.6,24,12.0,19.0,48.9, ,33.1, ,0.02,G,1.2,10000,2018,2,Winter,78.0
2018-02-20,53.9,24,48.9,24,1025.8,9,25.2,24,5.8,24,6.9,24,15.9,21.0,70.0, ,33.1, ,0.03,G,,10000,2018,2,Winter,80.0
2018-02-21,61.8,24,53.2,24,1025.0,21,24.2,24,8.5,24,7.7,24,13.0,20.0,79.0, ,46.9, ,0.0,G,,100000,2018,2,Winter,73.0
2018-02-22,50.6,24,39.3,24,1032.2,21,31.6,24,9.2,24,10.1,24,14.0,18.1,79.0, ,37.9, ,0.02,G,,10000,2018,2,Winter,70.0
2018-02-23,37.8,24,33.5,24,1035.7,15,34.8,24,7.7,24,9.1,24,13.0,,41.0,*,37.0,*,0.11,G,,10000,2018,2,Winter,86.0
2018-02-24,46.7,24,40.0,24,1021.9,20,20.8,24,8.8,24,7.4,24,13.0,20.0,54.0, ,36.0, ,0.07,G,,10000,2018,2,Winter,78.0
2018-02-25,42.3,24,39.0,24,1019.1,15,18.2,24,6.2,24,9.6,24,17.1,22.9,54.0, ,39.9, ,0.62,G,,10000,2018,2,Winter,89.0
2018-02-26,46.1,24,34.8,24,1018.6,24,17.4,24,9.8,24,6.4,24,13.0,,52.0, ,39.9, ,0.22,G,,0,2018,2,Winter,56.0
2018-02-27,47.3,24,23.0,24,1026.2,24,25.1,24,10.0,24,7.5,24,13.0,,57.0, ,39.9, ,0.0,G,,0,2018,2,Winter,40.0
2018-02-28,49.5,24,27.8,24,1019.4,24,18.4,24,10.0,24,9.2,24,13.0,20.0,62.1, ,39.9, ,0.0,G,,0,2018,2,Winter,44.0
2018-03-01,54.5,24,37.8,24,1010.2,24,9.2,24,10.0,24,6.0,24,12.0,,62.1, ,42.1, ,0.0,G,,0,2018,3,Spring,59.0
2018-03-02,41.9,24,36.5,24,996.7,16,994.4,24,6.0,24,19.1,24,32.1,48.0,57.9,*,35.6,*,1.47,G,,11000,2018,3,Spring,83.0
2018-03-03,40.6,24,28.5,24,1011.0,24,10.0,24,9.8,24,20.1,24,26.0,35.9,46.9, ,36.0, ,0.71,G,,1000,2018,3,Spring,59.0
2018-03-04,41.9,24,26.6,24,1018.9,24,18.0,24,10.0,24,16.6,24,22.9,34.0,46.9, ,37.9, ,0.0,G,,0,2018,3,Spring,52.0
2018-03-05,37.5,24,22.3,24,1017.4,24,16.4,24,10.0,24,15.7,24,20.0,29.9,44.1, ,35.1, ,0.0,G,,0,2018,3,Spring,56.0
2018-03-06,39.5,24,24.7,24,1017.2,24,16.2,24,10.0,24,8.2,24,17.1,21.0,46.9, ,34.0, ,0.0,G,,0,2018,3,Spring,58.0
2018-03-07,36.6,24,31.5,24,1009.7,15,8.2,24,5.4,24,14.7,24,26.0,34.0,41.0,*,33.8,*,0.1,G,1.2,111000,2018,3,Spring,89.0
2018-03-08,37.4,24,28.4,24,1005.1,22,3.8,24,9.3,24,12.7,24,21.0,25.1,42.1, ,34.0, ,0.8,G,1.2,11000,2018,3,Spring,62.0
2018-03-09,36.8,24,21.0,24,1006.3,24,5.3,24,10.0,24,14.0,24,24.1,31.1,44.1, ,30.9, ,0.0,G,1.2,0,2018,3,Spring,52.0
2018-03-10,37.4,24,19.2,24,1012.1,24,11.1,24,10.0,24,14.0,24,18.1,24.1,44.1, ,30.9, ,0.0,G,,0,2018,3,Spring,47.0
2018-03-11,38.9,24,19.4,24,1017.2,24,16.2,24,10.0,24,10.3,24,15.9,22.0,46.0, ,33.1, ,0.0,G,,0,2018,3,Spring,46.0
2018-03-12,38.2,24,25.5,24,1015.9,24,14.8,24,10.0,24,10.5,24,17.1,,46.0, ,33.1, ,0.0,G,,0,2018,3,Spring,68.0
2018-03-13,37.3,24,29.7,24,1005.0,17,3.6,24,6.4,24,14.1,24,21.0,28.9,43.0, ,33.1, ,0.21,G,,11000,2018,3,Spring,69.0
2018-03-14,36.7,24,19.0,24,1002.9,24,1.9,24,10.0,24,16.3,24,21.0,29.9,42.1, ,32.0, ,0.05,G,,1000,2018,3,Spring,55.0
2018-03-15,38.6,24,20.3,24,1001.1,24,0.0,24,9.3,24,15.0,24,19.0,29.9,48.0, ,32.0, ,0.0,G,,1000,2018,3,Spring,47.0
2018-03-16,37.6,24,21.5,24,1005.2,24,4.1,24,10.0,24,16.7,24,26.0,33.0,48.0, ,34.0, ,0.0,G,,0,2018,3,Spring,48.0
2018-03-17,36.4,24,12.4,24,1010.4,24,9.4,24,10.0,24,14.8,24,22.9,29.9,48.0, ,28.9, ,0.0,G,,0,2018,3,Spring,36.0
2018-03-18,37.4,24,9.9,24,1011.7,24,10.8,24,10.0,24,11.6,24,17.1,26.0,48.0, ,28.9, ,0.0,G,,0,2018,3,Spring,32.0
2018-03-19,39.8,24,13.5,24,1013.0,24,12.0,24,10.0,24,7.0,24,12.0,19.0,46.9, ,30.0, ,0.0,G,,0,2018,3,Spring,35.0
2018-03-20,35.9,24,12.3,24,1013.7,23,12.6,24,10.0,24,9.8,24,15.0,,46.9, ,30.9, ,0.0,G,,11000,2018,3,Spring,47.0
2018-03-21,35.7,24,25.5,24,1006.5,14,5.0,24,5.3,24,15.1,24,28.0,33.0,39.9, ,30.9, ,0.0,G,5.1,101000,2018,3,Spring,77.0
2018-03-22,39.6,24,26.5,24,1007.7,22,6.2,24,6.0,24,13.8,24,17.1,24.1,51.1, ,32.0, ,0.64,G,2.0,101000,2018,3,Spring,51.0
2018-03-23,42.7,24,21.7,24,1015.0,24,14.0,24,10.0,24,11.0,24,17.1,20.0,51.1, ,33.1, ,0.01,G,1.2,0,2018,3,Spring,44.0
2018-03-24,43.3,24,20.1,24,1018.1,24,17.1,24,10.0,24,10.2,24,17.1,22.9,51.1, ,37.0, ,0.0,G,,0,2018,3,Spring,38.0
2018-03-25,40.4,24,22.3,24,1025.6,23,24.3,24,10.0,24,11.0,24,18.1,22.0,51.1, ,35.1, ,0.0,G,,10000,2018,3,Spring,53.0
2018-03-26,40.4,24,20.5,24,1037.5,24,36.5,24,10.0,24,9.1,24,15.9,21.0,50.0, ,34.0, ,0.0,G,,0,2018,3,Spring,49.0
2018-03-27,39.4,24,23.4,24,1034.7,24,33.7,24,10.0,24,5.8,24,8.9,,50.0, ,34.0, ,0.0,G,,0,2018,3,Spring,50.0
2018-03-28,43.7,24,32.7,24,1019.5,22,18.5,24,9.9,24,5.5,24,9.9,,52.0, ,35.1, ,0.04,G,,10000,2018,3,Spring,72.0
2018-03-29,49.6,24,43.1,24,1016.1,18,15.2,24,7.0,24,5.2,24,9.9,,53.1, ,39.0, ,0.03,G,,10000,2018,3,Spring,84.0
2018-03-30,50.1,24,45.5,24,1007.5,15,6.9,24,6.2,24,6.3,24,18.1,22.9,60.1, ,43.0, ,0.02,G,,10000,2018,3,Spring,75.0
2018-03-31,47.1,24,23.1,24,1020.7,24,19.7,24,10.0,24,10.7,24,20.0,26.0,60.1, ,39.9, ,0.04,G,,10000,2018,3,Spring,37.0
2018-04-01,50.4,24,30.6,24,1016.5,24,15.5,24,10.0,24,11.0,24,14.0,20.0,59.0, ,39.9, ,0.0,G,,0,2018,4,Spring,45.0
2018-04-02,39.8,24,26.7,24,1019.1,18,18.2,24,7.7,24,8.1,24,14.0,,59.0, ,32.0, ,0.4,G,2.0,101000,2018,4,Spring,73.0
2018-04-03,40.8,24,33.4,24,1020.1,21,19.3,24,7.7,24,7.0,24,12.0,15.0,44.1, ,32.0, ,0.15,G,1.2,10000,2018,4,Spring,83.0
2018-04-04,45.9,24,39.0,24,1005.0,15,3.1,24,2.8,24,9.3,24,26.0,39.0,57.0, ,39.0, ,0.28,G,1.2,110000,2018,4,Spring,66.0
2018-04-05,41.6,24,14.9,24,1014.6,24,13.6,24,10.0,24,18.2,24,28.0,36.9,57.0, ,35.1, ,0.11,G,,0,2018,4,Spring,33.0
2018-04-06,44.8,24,23.9,24,1015.5,20,15.0,24,9.7,24,10.7,24,18.1,28.9,62.1, ,35.1, ,0.0,G,,10000,2018,4,Spring,55.0
2018-04-07,45.7,24,25.7,24,1009.0,24,8.0,24,10.0,24,10.5,24,17.1,22.0,62.1, ,37.0, ,0.09,G,,0,2018,4,Spring,40.0
2018-04-08,38.9,24,15.2,24,1012.2,24,11.1,24,10.0,24,12.2,24,24.1,28.9,48.9, ,33.1, ,0.0,G,,0,2018,4,Spring,40.0
2018-04-09,38.7,24,16.0,24,1020.3,24,19.3,24,10.0,24,10.6,24,18.1,25.1,48.9, ,33.1, ,0.0,G,,0,2018,4,Spring,44.0
2018-04-10,43.2,24,29.0,24,1020.8,24,19.8,24,9.4,24,7.9,24,14.0,,50.0, ,33.1, ,0.0,G,,10000,2018,4,Spring,54.0
2018-04-11,44.4,24,21.4,24,1021.5,24,20.5,24,10.0,24,6.9,24,13.0,,52.0, ,37.9, ,0.0,G,,0,2018,4,Spring,46.0
2018-04-12,50.6,24,33.2,24,1017.2,24,16.2,24,10.0,24,8.1,24,14.0,20.0,60.1, ,37.9, ,0.0,G,,0,2018,4,Spring,52.0
2018-04-13,65.4,24,41.5,24,1010.7,24,9.7,24,10.0,24,11.1,24,13.0,22.9,82.0, ,46.0, ,0.0,G,,0,2018,4,Spring,42.0
2018-04-14,61.6,24,47.3,24,1012.7,24,11.7,24,10.0,24,9.4,24,17.1,,82.0, ,51.1, ,0.0,G,,0,2018,4,Spring,63.0
2018-04-15,44.4,24,33.6,24,1024.2,23,23.1,24,9.5,24,18.4,24,24.1,28.9,69.1, ,39.0, ,0.0,G,,10000,2018,4,Spring,72.0
2018-04-16,46.6,24,41.9,24,1008.2,14,8.3,24,6.0,24,18.1,24,25.1,35.9,61.0, ,39.0, ,1.24,G,,10010,2018,4,Spring,78.0
2018-04-17,46.2,24,30.9,24,1003.3,23,2.0,24,10.0,24,13.8,24,18.1,26.0,61.0, ,39.9, ,1.62,G,,0,2018,4,Spring,53.0
2018-04-18,44.7,24,25.2,24,1008.0,24,7.0,24,10.0,24,11.6,24,15.0,22.9,55.0, ,39.0, ,0.0,G,,0,2018,4,Spring,44.0
2018-04-19,46.2,24,33.7,24,1007.4,22,6.1,24,9.6,24,9.9,24,22.0,28.9,55.0, ,39.0, ,0.07,G,,10000,2018,4,Spring,66.0
2018-04-20,43.2,24,24.1,24,1019.2,24,18.2,24,10.0,24,16.3,24,22.0,32.1,50.0, ,37.9, ,0.08,G,,0,2018,4,Spring,46.0
2018-04-21,48.8,24,24.4,24,1027.6,24,26.6,24,10.0,24,10.4,24,17.1,,62.1, ,37.9, ,0.0,G,,0,2018,4,Spring,35.0
2018-04-22,55.2,24,21.4,24,1028.0,24,26.9,24,10.0,24,8.1,24,13.0,18.1,64.9, ,41.0, ,0.0,G,,0,2018,4,Spring,31.0
2018-04-23,53.5,24,30.4,24,1030.3,24,29.2,24,10.0,24,7.8,24,15.0,,64.9, ,45.0, ,0.0,G,,0,2018,4,Spring,49.0
2018-04-24,54.8,24,39.5,24,1028.5,24,27.5,24,9.9,24,7.9,24,15.0,21.0,66.0, ,45.0, ,0.0,G,,0,2018,4,Spring,60.0
2018-04-25,56.1,24,50.9,24,1018.0,6,12.8,24,6.0,24,10.4,24,17.1,26.0,66.0, ,46.0, ,0.42,G,,10000,2018,4,Spring,91.0
2018-04-26,59.6,24,46.4,24,1006.2,17,4.1,24,6.9,24,9.9,24,22.0,28.9,70.0, ,50.0, ,0.29,G,,110000,2018,4,Spring,54.0
2018-04-27,54.5,24,43.9,24,1010.3,20,8.8,24,7.9,24,8.1,24,13.0,17.1,70.0, ,48.9, ,0.17,G,,10000,2018,4,Spring,80.0
2018-04-28,56.7,24,48.2,24,1008.8,21,7.7,24,8.1,24,6.2,24,14.0,22.0,66.0, ,48.9, ,0.05,G,,0,2018,4,Spring,73.0
2018-04-29,54.2,24,42.0,24,1012.1,23,10.9,24,9.5,24,10.6,24,19.0,27.0,66.0, ,50.0, ,0.22,G,,10000,2018,4,Spring,58.0
2018-04-30,49.0,24,31.9,24,1016.0,24,15.0,24,10.0,24,15.8,24,22.0,31.1,57.9, ,44.1, ,0.15,G,,10000,2018,4,Spring,55.0
2018-05-01,60.3,24,32.6,24,1017.0,24,15.9,24,10.0,24,7.8,24,17.1,,82.0, ,44.1, ,0.0,G,,10000,2018,5,Spring,32.0
2018-05-02,76.9,24,34.3,24,1017.1,24,16.0,24,10.0,24,10.3,24,20.0,28.0,89.1,*,66.0,*,0.0,G,,0,2018,5,Spring,21.0
2018-05-03,82.3,24,46.6,24,1014.5,24,13.5,24,10.0,24,10.8,24,18.1,35.0,93.0, ,64.9, ,0.0,G,,10000,2018,5,Spring,41.0
2018-05-04,75.8,24,61.6,24,1012.9,24,11.8,24,9.9,24,5.5,24,14.0,21.0,93.0, ,68.0, ,0.01,G,,10000,2018,5,Spring,55.0
2018-05-05,70.3,24,43.7,24,1014.8,24,13.8,24,10.0,24,11.2,24,20.0,28.9,84.0, ,61.0, ,0.0,G,,0,2018,5,Spring,40.0
2018-05-06,62.6,24,47.5,24,1015.7,24,14.7,24,10.0,24,7.6,24,13.0,15.9,75.9, ,57.0, ,0.0,G,,10000,2018,5,Spring,67.0
2018-05-07,62.1,24,49.5,24,1016.0,23,14.8,24,10.0,24,5.6,24,13.0,,75.0, ,54.0, ,0.0,G,,0,2018,5,Spring,61.0
2018-05-08,61.8,24,48.4,24,1023.3,24,22.2,24,10.0,24,5.9,24,8.9,,75.0, ,54.0, ,0.0,G,,0,2018,5,Spring,62.0
2018-05-09,63.5,24,47.3,24,1021.3,24,20.3,24,10.0,24,4.8,24,9.9,19.0,73.9, ,54.0, ,0.0,G,,0,2018,5,Spring,59.0
2018-05-10,59.4,24,51.4,24,1014.6,18,14.6,24,10.0,24,6.5,24,13.0,,73.9, ,54.0, ,0.0,G,,0,2018,5,Spring,78.0
2018-05-11,65.1,24,44.9,24,1013.7,22,12.1,24,9.9,24,8.3,24,15.9,27.0,73.0, ,55.9, ,0.19,G,,10010,2018,5,Spring,41.0
2018-05-12,59.2,24,44.5,24,1019.2,22,18.3,24,9.7,24,7.3,24,12.0,,73.0, ,54.0, ,0.06,G,,10000,2018,5,Spring,78.0
2018-05-13,53.6,24,49.0,24,1020.2,19,19.0,24,9.6,24,7.3,24,9.9,,64.0, ,52.0, ,0.14,G,,10000,2018,5,Spring,83.0
2018-05-14,58.4,24,51.7,24,1016.3,16,15.5,24,8.0,24,5.0,24,12.0,17.1,71.1, ,52.0, ,0.1,G,,10000,2018,5,Spring,80.0
2018-05-15,69.1,24,60.3,24,1010.9,16,10.4,24,6.2,24,9.4,24,39.0,47.0,91.9, ,52.0, ,0.02,G,,110010,2018,5,Spring,75.0
2018-05-16,62.9,24,57.6,24,1017.2,19,16.3,24,8.3,24,6.7,24,12.0,,70.0,*,55.9,*,0.44,G,,10000,2018,5,Spring,87.0
2018-05-17,60.2,24,56.3,24,1016.6,16,15.6,24,4.3,24,6.0,24,8.9,,73.4,*,55.0,*,0.64,G,,110000,2018,5,Spring,84.0
2018-05-18,64.9,24,51.6,24,1022.8,24,21.5,24,9.4,24,8.9,24,17.1,22.0,73.0, ,55.0, ,0.02,G,,0,2018,5,Spring,54.0
2018-05-19,54.4,24,44.9,24,1026.1,19,24.5,24,6.2,24,10.7,24,14.0,,66.9, ,50.0, ,0.2,G,,110000,2018,5,Spring,89.0
2018-05-20,66.7,24,59.4,24,1015.3,20,14.1,24,4.8,24,7.1,24,15.0,24.1,84.0, ,50.0, ,0.44,G,,110000,2018,5,Spring,70.0
2018-05-21,68.9,24,50.3,24,1019.9,24,18.9,24,10.0,24,7.6,24,12.0,15.9,84.0, ,55.0, ,0.0,G,,0,2018,5,Spring,51.0
2018-05-22,64.6,24,49.2,24,1020.6,21,19.2,24,9.6,24,5.0,24,13.0,,79.0, ,55.9, ,0.0,G,,10000,2018,5,Spring,69.0
2018-05-23,66.2,24,56.1,24,1013.7,17,12.7,24,7.6,24,5.1,24,11.1,,82.0, ,55.9, ,0.42,G,,10000,2018,5,Spring,61.0
2018-05-24,74.5,24,45.3,24,1017.8,24,16.7,24,10.0,24,7.6,24,14.0,20.0,86.0, ,57.0, ,0.21,G,,0,2018,5,Spring,36.0
2018-05-25,77.9,24,47.8,24,1015.6,24,14.6,24,10.0,24,9.6,24,15.9,25.1,89.1, ,66.0, ,0.0,G,,0,2018,5,Spring,39.0
2018-05-26,82.3,24,62.7,24,1009.4,24,8.3,24,10.0,24,9.3,24,14.0,15.9,91.9, ,68.0, ,0.0,G,,0,2018,5,Spring,55.0
2018-05-27,68.8,24,60.3,24,1013.4,17,13.2,24,9.2,24,11.2,24,22.0,28.9,91.9, ,59.0, ,0.12,G,,10010,2018,5,Spring,82.0
2018-05-28,60.2,24,52.2,24,1018.3,23,17.4,24,10.0,24,8.3,24,15.0,22.0,82.0, ,55.9, ,0.41,G,,10000,2018,5,Spring,76.0
